id,performance_id,component_index,component_name,factor,panel_score,judges_scores
484,162,1,Composition,1.67,7.0,"7.00,6.75,7.00,7.50,7.25,7.00,6.50,4.75,7.50"
485,162,2,Presentation,1.67,7.11,"7.75,6.75,7.25,7.25,7.00,7.00,7.25,6.25,7.25"
486,162,3,Skating Skills,1.67,7.29,"7.50,7.50,7.25,7.50,7.50,6.75,7.00,6.00,7.75"
487,163,1,Composition,1.67,7.18,"7.00,7.00,7.00,7.50,7.25,7.75,6.50,6.75,7.75"
488,163,2,Presentation,1.67,7.21,"7.75,6.75,6.75,7.75,7.25,7.50,7.00,7.00,7.25"
489,163,3,Skating Skills,1.67,7.25,"7.25,7.50,7.00,7.25,7.50,7.50,6.75,6.50,7.50"
490,164,1,Composition,1.67,6.79,"6.50,6.75,7.25,7.00,6.25,6.50,6.75,7.25,6.75"
491,164,2,Presentation,1.67,6.39,"6.25,6.25,6.75,6.25,6.00,6.25,6.50,6.75,6.50"
492,164,3,Skating Skills,1.67,6.61,"7.00,6.25,6.50,6.50,6.50,6.50,6.75,6.50,7.00"
493,165,1,Composition,2.67,8.75,"8.50,9.00,9.00,9.25,8.75,8.00,8.50,8.75,8.75"
494,165,2,Presentation,2.67,8.61,"8.75,8.75,8.75,9.00,8.50,8.50,8.25,8.50,8.50"
495,165,3,Skating Skills,2.67,8.82,"9.00,9.00,8.75,9.25,8.75,8.75,8.00,8.50,9.00"
496,166,1,Composition,2.67,8.36,"9.00,8.50,8.25,8.25,8.25,8.50,8.50,8.25,8.00"
497,166,2,Presentation,2.67,8.57,"8.75,8.25,8.25,8.75,8.50,8.75,8.75,8.75,8.25"
498,166,3,Skating Skills,2.67,8.39,"9.25,8.25,7.75,8.25,8.50,8.25,8.50,8.50,8.50"
499,167,1,Composition,2.67,7.82,"7.50,7.75,8.25,8.00,7.50,7.75,8.25,8.00,7.50"
500,167,2,Presentation,2.67,7.93,"8.00,7.50,8.00,8.50,7.50,8.00,8.00,8.00,8.00"
501,167,3,Skating Skills,2.67,8.04,"8.25,8.00,8.25,8.50,8.00,8.25,7.75,7.75,7.75"
502,168,1,Composition,2.67,8.14,"8.50,8.25,7.75,8.50,8.00,8.25,7.75,8.25,8.00"
503,168,2,Presentation,2.67,8.18,"8.50,8.00,8.25,8.50,8.00,8.25,7.75,8.00,8.25"
504,168,3,Skating Skills,2.67,7.79,"8.25,8.00,7.50,7.75,7.75,7.75,7.50,8.00,7.75"
505,169,1,Composition,2.67,7.46,"7.50,7.25,7.25,7.50,7.50,7.25,7.50,7.75,8.00"
506,169,2,Presentation,2.67,7.75,"8.00,7.50,7.50,8.00,7.25,7.50,8.00,8.00,7.75"
507,169,3,Skating Skills,2.67,7.68,"7.75,7.75,7.75,8.00,7.75,7.75,7.50,7.50,7.25"
508,170,1,Composition,2.67,6.89,"7.25,6.75,6.50,7.50,6.50,6.50,7.25,7.25,6.75"
509,170,2,Presentation,2.67,6.79,"7.00,6.50,6.75,7.25,6.00,7.00,6.50,7.25,6.50"
510,170,3,Skating Skills,2.67,6.68,"6.50,7.00,6.50,7.00,6.75,6.25,7.00,6.75,6.25"
511,171,1,Composition,2.67,7.54,"7.50,7.25,7.50,8.00,7.75,7.50,7.50,7.75,7.25"
512,171,2,Presentation,2.67,7.25,"7.25,7.00,7.25,8.00,7.25,7.50,7.00,7.50,7.00"
513,171,3,Skating Skills,2.67,7.64,"8.00,7.50,7.75,8.25,7.75,7.50,6.75,7.50,7.50"
514,172,1,Composition,2.67,7.07,"7.00,6.75,7.25,7.25,6.75,7.00,7.00,7.50,7.25"
515,172,2,Presentation,2.67,6.79,"7.00,6.50,7.00,7.00,6.50,6.50,6.75,7.25,6.75"
516,172,3,Skating Skills,2.67,6.86,"7.25,6.75,7.50,6.75,6.25,7.00,6.75,7.00,6.50"
517,173,1,Composition,2.67,6.96,"6.75,6.75,7.75,7.50,6.75,6.50,7.25,7.00,6.75"
518,173,2,Presentation,2.67,6.96,"7.00,6.25,7.50,7.25,6.50,6.50,7.25,7.25,7.00"
519,173,3,Skating Skills,2.67,6.79,"6.75,7.00,7.25,7.50,6.25,6.50,6.75,6.50,6.75"
520,174,1,Composition,2.67,6.5,"6.50,6.50,6.75,7.25,6.25,6.00,6.75,6.50,6.25"
521,174,2,Presentation,2.67,6.25,"6.50,6.25,6.50,6.50,6.00,6.00,6.25,6.25,5.50"
522,174,3,Skating Skills,2.67,6.5,"6.25,6.75,6.50,7.00,6.50,6.25,6.50,6.75,5.75"
523,175,1,Composition,1.33,8.32,"9.00,8.25,8.00,7.50,8.50,8.50,8.25,8.50,8.25"
524,175,2,Presentation,1.33,8.54,"8.75,8.50,8.75,8.00,8.75,8.50,8.50,8.75,8.00"
525,175,3,Skating Skills,1.33,8.43,"8.50,8.50,8.50,8.00,8.50,8.25,8.25,8.50,8.50"
526,176,1,Composition,1.33,8.57,"9.00,8.75,8.50,9.25,8.50,8.50,8.50,8.25,8.25"
527,176,2,Presentation,1.33,8.61,"8.75,8.50,8.75,9.00,8.25,8.75,8.00,8.50,8.75"
528,176,3,Skating Skills,1.33,8.82,"8.75,8.75,9.00,9.25,8.75,9.00,8.50,8.50,9.00"
529,177,1,Composition,1.33,7.61,"7.75,7.25,7.75,8.25,7.00,7.50,7.50,7.75,7.75"
530,177,2,Presentation,1.33,7.93,"8.00,7.00,8.25,8.50,7.25,7.50,8.00,8.25,8.25"
531,177,3,Skating Skills,1.33,7.68,"7.50,7.50,7.75,8.25,7.50,7.25,7.75,8.00,7.75"
532,178,1,Composition,1.33,8.21,"8.75,8.00,8.25,8.25,8.25,8.25,8.00,8.50,8.00"
533,178,2,Presentation,1.33,8.18,"8.50,7.75,8.00,8.25,8.00,8.00,8.25,8.25,8.50"
534,178,3,Skating Skills,1.33,7.96,"8.00,8.00,7.50,7.75,8.25,7.75,7.75,8.25,8.25"
535,179,1,Composition,1.33,7.75,"8.50,7.50,7.25,8.25,8.00,7.50,8.00,7.50,7.50"
536,179,2,Presentation,1.33,7.71,"8.00,7.50,7.50,8.25,7.75,7.50,7.75,7.75,7.75"
537,179,3,Skating Skills,1.33,7.93,"8.25,7.75,7.75,8.50,8.25,7.75,8.00,7.75,7.25"
538,180,1,Composition,1.33,7.79,"7.75,7.75,8.00,8.25,7.25,8.25,7.75,7.75,6.75"
539,180,2,Presentation,1.33,7.61,"7.50,7.50,8.25,7.75,7.50,8.00,7.50,7.50,7.25"
540,180,3,Skating Skills,1.33,7.89,"7.75,8.00,8.50,8.00,7.75,8.25,7.75,7.75,7.25"
541,181,1,Composition,1.33,6.93,"6.75,7.00,8.00,7.50,7.00,6.25,7.25,6.75,6.25"
542,181,2,Presentation,1.33,7.11,"6.75,6.75,8.25,7.50,7.25,6.50,7.75,7.25,6.50"
543,181,3,Skating Skills,1.33,6.89,"6.50,7.00,7.75,7.25,6.75,6.25,7.50,7.00,6.00"
544,182,1,Composition,1.33,7.29,"7.75,7.25,7.00,7.25,6.75,7.25,7.75,7.00,7.50"
545,182,2,Presentation,1.33,7.04,"7.25,6.75,7.00,7.50,6.50,6.75,7.00,7.50,7.00"
546,182,3,Skating Skills,1.33,7.11,"7.25,7.00,6.75,7.00,6.25,7.25,7.50,7.75,7.00"
547,183,1,Composition,1.33,6.71,"6.75,6.50,6.75,7.00,6.50,6.25,7.25,7.00,6.50"
548,183,2,Presentation,1.33,6.61,"6.50,6.50,6.75,7.25,6.25,6.50,7.00,6.75,6.00"
549,183,3,Skating Skills,1.33,6.39,"6.25,6.25,6.50,6.75,6.00,5.75,6.75,7.25,6.25"
550,184,1,Composition,1.33,8.04,"8.50,8.00,8.25,8.00,8.25,8.25,8.00,7.50,7.25"
551,184,2,Presentation,1.33,7.79,"8.00,7.75,7.75,7.75,7.75,7.75,7.75,8.00,7.00"
552,184,3,Skating Skills,1.33,8.04,"8.25,8.00,8.50,8.25,8.00,8.25,8.00,7.50,7.50"
553,185,1,Composition,1.33,6.21,"6.25,6.25,7.00,6.25,5.75,6.00,6.50,6.50,5.75"
554,185,2,Presentation,1.33,6.07,"6.25,6.00,6.50,6.00,5.50,6.25,6.00,6.75,5.00"
555,185,3,Skating Skills,1.33,6.18,"6.00,6.50,6.75,6.50,6.00,6.00,6.25,6.00,5.50"
